userid,movieid,rating
29529,8533,3.0
170621,10,2.0
47091,1784,3.5
58866,1265,4.5
102683,780,4.0
25628,1234,4.0
53661,1129,3.0
183585,2174,2.5
40091,1580,3.5
161100,1645,2.5
141130,778,4.0
53525,54286,4.0
178868,8638,4.0
66833,122904,4.5
26458,4901,4.0
107635,6774,4.0
10967,166528,4.0
179481,1961,4.0
141557,33681,1.0
39123,3246,4.5
81200,1270,4.0
79182,162606,3.5
131931,2642,1.0
25906,4643,2.5
189053,1994,5.0
159987,7143,4.0
125054,269426,3.0
27319,7118,3.5
128375,5225,5.0
617,349,3.0
105392,2396,4.0
147259,7153,5.0
182324,1674,4.0
172718,48342,3.5
25954,3098,3.5
179851,1073,3.0
85166,53161,4.0
30460,178949,0.5
76777,1258,4.0
121113,1282,4.0
100034,82202,3.5
162732,955,5.0
175499,259659,4.0
169479,3448,4.0
14875,1785,4.0
2956,20,3.0
147457,1635,4.0
21011,2058,2.5
131405,4621,2.5
28547,8986,2.5
128482,265,3.0
40443,2974,1.0
28334,4880,3.0
78840,112852,2.0
89091,1210,5.0
40124,919,4.0
5905,6889,4.0
10567,141718,3.0
69537,909,3.0
118172,293,4.0
166539,3671,4.0
24185,593,5.0
56695,233,1.0
143962,4203,4.0
8832,171763,3.0
46100,1804,2.5
60871,2572,3.0
38900,143271,3.5
75871,34319,3.5
83139,160,3.0
49683,1093,3.0
183675,4370,3.0
26447,261,5.0
85352,480,4.0
90428,113780,2.0
56913,1265,4.0
104141,1952,3.0
46837,13,3.0
180380,260,5.0
88938,31658,3.0
116269,7325,2.5
49399,509,4.0
117410,1274,4.0
8106,733,2.0
56465,1089,5.0
88657,48,4.0
66680,1707,1.0
135014,7153,3.0
41747,4973,5.0
15756,47,3.5
102835,539,2.5
59580,4468,4.0
158581,60950,4.0
183279,2810,3.0
121512,1580,3.0
7580,3751,4.0
176850,3418,4.0
198124,2302,4.0
20490,59615,2.5
6202,6936,2.5
148327,733,3.0
47066,2641,2.0
161695,788,2.5
47758,54775,4.0
41065,89804,3.5
17216,515,4.0
172015,201773,3.5
139419,364,3.0
149142,4146,3.5
189757,1097,4.0
117803,3868,4.5
103648,166918,3.0
166708,111622,4.0
33122,1917,2.5
87987,2966,4.0
181129,592,3.0
43511,39183,4.0
100346,96079,5.0
153388,5171,3.0
133798,30825,3.0
102976,5867,4.0
193248,59315,4.0
159701,94959,4.5
17882,1105,5.0
152001,6593,4.0
120344,1148,5.0
29833,5434,3.5
153283,8361,4.0
13970,1968,2.0
148154,6365,4.0
144923,127315,2.0
193272,2411,3.0
185238,377,1.0
162993,78499,2.0
191815,55232,3.5
162825,34323,3.5
147054,2124,5.0
102696,933,5.0
89527,1391,3.5
182009,106782,2.5
130407,183611,4.0
114406,2691,3.5
7777,1222,5.0
43128,1198,3.0
55453,4643,4.0
166007,168254,3.0
2648,56949,4.5
82480,4973,3.5
123826,148626,3.5
108825,57368,3.0
46226,207313,4.0
62772,99112,5.0
155560,17,5.0
57142,2770,3.0
100519,8665,2.0
2926,899,5.0
93506,184905,3.5
52041,44191,4.0
147966,1188,5.0
45343,7373,4.0
179608,3000,4.0
69038,108188,4.5
38398,23,2.0
151384,1923,4.0
82436,1189,3.5
190790,1036,4.0
167668,1,3.5
98133,2393,1.0
194158,6323,3.0
195122,520,3.5
22412,152081,2.5
123668,2252,3.5
80244,32587,3.0
68274,2858,5.0
195969,4703,1.0
14977,5418,4.5
1920,104913,4.0
144740,84954,4.0
152114,87232,3.5
28606,50,4.0
58016,58162,1.5
10631,2496,3.5
178110,72,3.0
191623,339,4.0
110131,4105,3.0
78003,5944,0.5
115681,2385,3.0
42047,1036,4.0
42720,589,5.0
187154,1196,5.0
155435,59129,3.0
37510,5293,2.0
122544,74731,2.0
176159,3698,4.0
140890,31658,4.5
105959,390,4.0
55699,1204,1.0
174951,92259,3.5
191002,2329,4.5
37247,292,3.0
45865,109374,4.0
12404,595,3.0
165186,6503,3.5
7388,916,4.0
173973,1939,4.0
126649,8784,0.5
69447,45517,2.5
43716,50872,4.5
58803,62434,2.5
31350,2355,3.0
82771,733,4.5
78107,308,5.0
12804,1097,3.0
6041,5618,4.5
169946,3751,4.0
79091,2952,3.0
161288,6537,3.5
78003,6539,5.0
147329,2622,4.0
147741,191,3.0
156198,1395,3.0
177728,3396,4.0
126840,2468,1.0
160713,63082,3.5
117313,87876,2.5
27044,4662,2.5
12424,48394,3.5
98596,71108,5.0
35812,60756,4.0
22287,367,3.0
914,2987,3.0
167494,1377,2.0
187428,34,5.0
137896,150,5.0
155417,4306,4.0
98511,357,4.0
20098,4531,3.0
97476,339,3.0
53337,233661,3.5
82959,4034,3.0
137471,454,5.0
36630,1201,4.0
149892,273,2.5
116441,168,3.0
136879,2004,2.0
176318,1969,1.0
198587,104,3.5
160157,83134,4.0
191639,3147,4.5
40442,202439,5.0
150994,53519,4.5
144405,3011,4.0
22599,2761,4.5
194924,4148,3.0
11836,1091,3.0
23783,60684,4.5
42666,2948,4.0
192053,135861,4.0
85434,3578,4.0
137542,541,5.0
61365,5952,4.5
81077,231,3.0
112208,87232,2.5
159694,96079,3.5
167996,1224,5.0
31543,2572,3.0
101501,500,3.0
192512,2384,3.0
165963,33437,4.5
34121,260,5.0
98388,2115,4.0
136399,109578,2.5
188565,1597,3.5
12424,7147,5.0
148957,2927,3.0
182692,253,5.0
43485,1387,3.0
35873,66097,0.5
5548,96606,4.0
112940,1590,3.5
2196,48516,3.0
142474,173145,4.0
182004,4823,4.5
132412,7458,4.5
148294,5445,2.0
1417,157,3.0
137735,2763,4.0
30563,6378,3.0
31092,115210,3.0
58263,47,5.0
115384,8949,4.0
192190,2560,1.5
77731,1617,3.5
78971,720,1.0
182743,5418,4.5
94050,232,3.0
133974,1036,3.5
165520,121099,2.5
142343,8228,3.5
1845,135,1.0
178706,69951,3.0
76849,151,4.0
171070,8368,5.0
60916,3175,3.0
189308,2090,4.0
1686,318,5.0
61737,6350,5.0
147888,1377,3.0
111866,2710,4.0
6308,293,5.0
162907,1682,5.0
13492,832,3.5
28547,45382,0.5
151819,1136,4.0
177801,539,2.0
171795,8719,3.0
153456,955,5.0
147131,2161,5.0
152761,1200,5.0
158137,149354,5.0
35065,1204,3.5
139716,3623,1.5
22059,1307,4.0
88187,2615,3.0
80489,109487,5.0
2061,5349,4.0
117396,8969,5.0
26563,527,5.0
179521,202429,4.5
41224,59387,4.5
168609,1921,4.5
9189,179819,2.5
139166,150274,2.5
190409,4993,5.0
137144,6365,3.5
182024,899,2.0
72477,168492,5.0
98266,270698,5.0
86695,4424,5.0
803,115569,0.5
91596,1343,2.5
83326,743,2.5
96991,318,4.0
130243,2568,2.0
50583,76093,3.5
59960,514,4.0
28080,169,3.0
128048,2985,3.0
112964,153847,3.0
85103,1233,4.0
25787,2096,4.0
129282,2424,2.5
110527,588,5.0
116719,1721,4.0
174677,2791,3.0
132839,138036,1.5
155645,1343,4.0
143029,499,3.0
90980,68157,4.0
131933,5283,4.0
104107,1036,3.0
181487,597,1.0
94053,4995,4.5
97178,4483,1.0
72488,4033,5.0
40961,122912,4.0
8634,1597,2.5
99442,1035,5.0
51090,47518,3.5
131391,377,2.0
1193,2706,5.0
41269,4022,3.0
132566,2094,1.0
42914,2391,4.0
52444,648,4.0
128968,784,3.0
2292,2081,4.0
48899,1625,4.0
52444,1672,4.0
123283,6708,2.5
84402,37741,3.0
197799,110102,4.0
50279,1129,4.0
165140,2009,3.0
58016,93512,3.5
164040,2735,4.0
162039,2424,3.0
141060,6947,3.0
189707,5445,4.0
142653,3983,4.0
117775,189041,4.0
57800,383,2.0
26266,4361,3.5
29296,902,5.0
91254,1215,4.0
99128,2792,3.0
156865,88129,3.0
97654,592,4.0
106660,3863,3.0
94875,1249,4.0
50747,382,3.0
155458,7,5.0
106944,90746,4.0
59709,97866,4.5
55102,196,3.0
62951,7143,4.0
110436,1201,3.0
111661,4159,1.0
135690,1288,4.5
120108,707,3.0
167438,590,3.5
173042,1021,3.0
68756,34,4.0
167593,2269,1.5
177230,784,3.0
106650,150294,1.5
73646,1270,2.5
119795,1962,3.0
148162,50,4.0
136513,21,4.0
23878,6936,0.5
53945,1769,3.0
160915,1206,5.0
105844,162606,4.5
130190,215,5.0
89263,7063,4.5
133245,6380,4.5
87256,5349,2.0
132273,648,5.0
124587,4027,3.0
126370,3819,4.0
145706,62644,4.5
11207,134130,5.0
84194,50,5.0
96428,4617,3.0
19381,3499,4.0
97251,3175,5.0
124022,7569,4.0
18523,1196,4.0
59672,36276,3.5
186236,48516,5.0
92431,2671,4.0
33489,68073,3.5
60563,5956,4.0
13957,1552,4.0
130261,6996,2.5
19761,3435,4.0
16913,410,4.0
75398,3489,4.5
189219,1127,3.0
121419,45361,1.0
52009,3668,3.0
170736,1355,1.0
126475,174909,2.5
77571,1380,4.0
66785,34,4.0
164028,81591,4.5
103060,6344,1.0
133203,5258,5.0
84612,7445,3.5
10453,4344,0.5
108403,2427,3.5
124157,356,3.0
96270,2006,4.0
64874,31658,3.0
9676,106696,5.0
118736,2762,2.5
81926,1022,5.0
80428,349,4.0
148962,48780,4.0
197610,215,4.0
113211,48,3.0
75647,2805,2.5
166623,1617,3.5
39629,1017,4.5
72888,88118,3.5
10990,6378,3.0
188000,1198,3.0
52607,113240,5.0
49901,55269,5.0
52433,2966,4.0
89629,79,1.0
66908,169,3.0
143239,3755,0.5
103683,306,5.0
133203,1777,2.5
11677,7,3.0
83610,193,2.0
185529,1268,3.0
130677,596,5.0
81387,5528,1.5
34769,5970,3.5
108596,54503,4.0
83351,2288,4.0
109889,4816,3.0
185701,96693,3.5
98941,6665,4.0
144002,99114,4.0
115251,3264,3.0
166007,266976,0.5
110632,1732,4.0
132089,1617,4.0
39960,128968,2.0
68416,59315,5.0
94241,63082,5.0
87393,89774,4.0
162812,6888,3.0
157885,106062,5.0
140056,2694,2.0
107633,2324,4.0
197591,1358,5.0
130004,1136,5.0
166779,47640,3.5
64816,336,1.0
66304,216,4.5
131563,1584,4.0
47725,6953,4.0
130673,3948,4.0
83673,54775,4.5
42875,1019,0.5
10763,42009,1.5
174063,172557,4.0
169570,1982,3.5
112255,66,2.0
92943,1293,4.0
107217,37857,5.0
7248,83177,0.5
34164,157675,3.5
128864,6934,5.0
183591,1259,2.0
7517,5572,3.0
186656,527,4.0
140761,8042,4.0
175751,7101,3.5
110976,78218,5.0
76354,1416,3.0
67544,1041,3.0
43770,780,2.5
21275,520,4.0
43678,58123,5.0
60400,31694,4.0
46343,50,4.0
158845,59784,3.5
194853,26283,2.5
3240,2699,3.0
54718,1222,3.0
45168,356,4.0
147560,6979,4.5
20278,262,4.0
199811,8521,4.0
80971,3176,4.0
9570,3000,5.0
174630,5618,4.0
116088,69122,4.0
134810,3247,2.0
151677,104,3.0
57279,5060,5.0
23865,7373,4.0
43414,45720,0.5
118411,59315,1.0
158044,5608,4.0
52719,27728,3.0
198588,90345,0.5
31899,140247,3.0
90267,2471,0.5
46022,648,4.0
95414,204,3.5
137659,5146,4.0
157649,96079,4.0
197476,109374,1.5
135307,1653,1.0
44136,69122,3.5
123674,5022,4.0
141744,2959,3.0
183112,21,1.0
63275,423,2.5
169810,68954,4.5
75513,370,5.0
134266,68358,3.5
44904,4226,3.0
84196,2643,2.5
59723,555,1.0
182957,3081,4.0
63277,914,2.0
120586,3496,2.5
116950,2571,5.0
120602,919,5.0
174969,5644,3.5
200214,2528,3.0
55535,97304,3.5
192645,96975,4.0
81079,3147,3.0
24813,648,5.0
31072,5349,3.5
156734,60069,3.5
54026,60684,3.0
132963,4023,2.0
58834,1179,2.0
27645,223,3.5
6035,733,3.0
162999,2987,4.0
132024,42009,3.5
102624,39183,2.5
197474,4973,4.5
191587,68554,3.0
22816,51662,4.0
171360,52722,3.0
131675,87302,5.0
83000,5449,2.0
4457,1208,4.0
198515,2656,3.0
57983,1777,1.5
168986,416,1.5
175734,2791,3.0
194398,2918,3.5
8242,1674,5.0
140762,1230,4.0
89022,944,5.0
136227,1080,4.5
170817,69844,4.0
189286,111,2.0
3630,61240,4.5
28749,520,4.5
38661,4019,4.5
106024,648,4.0
105199,1682,4.0
71685,103141,2.0
43012,110,4.0
197414,86347,5.0
102191,48982,3.5
182398,1278,5.0
186481,2716,3.5
183492,3264,3.0
47761,2692,4.0
14918,2532,3.0
140337,610,4.0
181725,4945,4.0
72303,778,5.0
3913,33004,4.5
198840,32,4.0
101107,31685,4.0
176514,78637,2.0
148834,95,3.0
60001,37729,2.5
197009,434,4.0
143903,84152,3.0
195081,1136,4.5
17477,1193,1.5
55263,1269,4.0
194345,1247,4.0
80645,2019,5.0
46997,1258,4.5
105735,5618,3.5
27311,31685,4.0
23602,231,5.0
64702,1237,5.0
98041,4008,3.0
80114,802,4.0
47804,34,3.5
37805,1233,4.5
65956,6993,4.5
94808,4066,4.0
77312,3527,4.0
76340,1356,2.0
166199,1060,5.0
100569,5992,2.5
61769,5137,4.0
73201,1197,5.0
19618,1265,4.0
157155,1385,3.0
51769,5959,2.5
25266,7438,4.5
125339,1785,4.0
176454,112556,4.5
93818,1584,5.0
183096,5816,5.0
143978,1464,2.0
161333,42217,5.0
93315,6678,3.5
180814,329,3.0
96774,171751,2.0
84732,6297,3.0
34258,45722,3.5
40367,7460,4.0
200022,2706,4.0
121024,204,0.5
181273,2718,3.0
185067,2338,3.0
18518,4557,4.0
59936,39446,3.5
123255,7153,5.0
60321,2565,3.5
61610,6157,3.0
134714,4564,3.5
30046,3089,4.0
134853,95,3.0
73292,2762,4.5
200809,1213,5.0
54317,1079,3.5
123227,1101,2.5
162056,112852,4.5
106205,61132,2.5
150354,2297,3.5
186183,266,1.0
194781,60069,2.5
143468,92422,1.5
190959,511,4.0
141892,2686,4.5
133984,48516,3.5
60240,158238,4.0
196347,162606,4.0
10668,109374,4.5
88247,2378,4.0
55653,4022,4.0
140137,5378,3.5
19868,317,3.0
121511,135141,3.0
2817,2,2.5
82599,72294,1.0
20128,377,5.0
53307,3827,3.5
195225,97923,4.0
43465,4492,3.5
95048,47,2.5
94892,2393,3.5
179555,5669,4.0
178470,101525,3.0
111685,74275,3.5
61403,1245,5.0
199764,31658,4.5
1860,51255,3.0
26335,593,4.5
72665,6874,3.5
97815,2571,4.0
194729,1240,5.0
22182,3793,4.0
17856,80917,3.5
99834,673,3.0
83608,3752,3.0
53832,2841,3.0
147903,1393,4.0
67504,6365,3.5
41359,4557,3.0
125675,1293,3.5
143033,3247,2.5
83908,141,2.0
196497,2716,4.0
121937,3408,3.5
122227,260,5.0
187247,247988,4.0
157180,1224,5.0
98506,141319,3.5
93150,119145,4.0
120852,2084,3.0
165761,3087,4.0
74391,358,2.0
73363,2858,2.0
188012,186039,3.0
25384,1701,3.0
133417,112,3.0
10805,356,5.0
198415,6,3.0
78489,480,3.0
1370,30825,3.5
108520,72407,4.0
21707,260667,4.0
105952,31101,4.5
86703,2762,5.0
62536,2987,2.5
150779,2353,5.0
161078,6774,4.0
101694,122898,2.0
83620,95167,4.0
148627,2401,3.5
117621,33247,4.5
105991,6870,4.0
187762,5218,3.5
59335,1485,2.0
95762,1939,5.0
63897,1210,4.5
74917,1132,3.0
108206,1923,2.0
35706,77843,3.5
147154,1230,4.0
181691,6942,4.5
165364,69574,2.0
99680,12,3.0
39003,99114,4.0
91254,42723,4.0
199478,474,1.5
33654,2571,3.0
74562,81834,3.5
35680,96610,2.5
171378,55820,3.0
35447,10,4.0
83988,274053,4.0
60011,1617,5.0
3204,140297,3.5
60144,3147,4.5
200352,84374,3.5
161180,7505,3.0
101492,122920,2.0
137608,2993,2.5
52459,149406,3.5
77519,3916,5.0
156619,2167,4.0
130109,6539,4.5
144977,61262,4.0
3439,509,5.0
16283,107314,3.0
65954,3826,2.5
49952,2959,4.0
105600,551,5.0
170621,74458,4.0
181289,114180,5.0
124929,3977,0.5
99868,2972,4.0
19189,648,3.0
10750,2145,3.0
139639,148626,5.0
174165,3082,1.5
103151,266,3.0
181118,6584,2.5
122238,2694,1.0
68831,235,5.0
53107,6777,4.5
132974,3556,5.0
58478,223,3.0
91124,6377,4.0
176514,130450,3.0
84991,8957,3.5
21129,3997,1.0
123933,2028,4.5
10883,3317,5.0
173679,87222,5.0
188587,4370,2.0
41407,4218,3.5
110629,63131,3.5
198892,3450,2.0
13492,5291,4.5
144923,2788,2.0
196051,4239,4.0
35843,72129,2.5
67053,3298,1.0
89505,164179,4.0
131355,1777,3.0
7321,95510,3.0
88647,122892,4.0
182400,3673,1.0
85236,3897,3.0
32971,480,4.0
90167,106696,3.0
182069,56949,0.5
38480,3996,4.0
93315,3771,3.0
19348,2501,4.0
10454,1276,5.0
2728,47099,4.5
58851,349,5.0
29262,43936,3.5
200163,3735,5.0
29907,232,5.0
97531,1278,4.0
119399,174055,2.5
110152,6502,4.0
119526,1447,3.5
31975,4042,3.0
96428,3873,1.0
105982,79185,4.0
51289,4981,4.5
199752,1233,5.0
192325,5464,4.0
58822,745,5.0
132687,148626,2.5
195485,1219,5.0
76926,2377,5.0
67399,7445,5.0
66541,10,5.0
5031,1059,5.0
6564,95199,5.0
49759,367,3.0
89029,8360,4.5
40583,1198,4.0
106307,64614,4.5
181838,110,4.0
184263,1136,4.0
151800,1175,5.0
4897,204698,2.5
155725,733,4.0
18390,166558,4.0
25300,349,3.0
58035,231,3.5
173129,1986,3.5
11428,150,3.0
93455,475,2.5
157127,924,5.0
142340,45722,4.0
86441,62376,4.0
150141,150,5.0
53933,4886,3.5
145104,3363,3.5
195579,55269,4.0
154549,2028,4.0
102093,3408,3.0
13885,1541,2.0
36886,4052,3.5
55351,110,4.0
71952,141866,3.5
172228,1711,4.0
128896,41,3.0
160463,127309,2.0
65315,1,4.5
25373,3481,2.5
21120,2100,3.0
120913,1258,3.5
134368,168252,4.5
100006,1019,5.0
187066,51935,3.5
127984,102125,4.0
106031,6229,4.0
88766,1982,4.5
56111,6333,0.5
150970,85788,3.5
24350,527,5.0
194238,1021,2.0
178300,44555,4.0
179315,1035,5.0
83765,34319,2.0
83028,32587,4.0
63868,34405,3.5
71803,2706,4.0
189986,6669,4.0
98015,6333,2.0
111045,3418,4.0
36095,79091,3.0
16138,48780,3.0
194897,1704,4.0
140871,3430,4.0
38355,5999,3.5
180779,362,4.0
154951,1270,3.5
4427,2947,4.0
9731,225,4.0
35750,1629,4.0
109430,919,2.5
156586,1674,3.0
173527,173183,5.0
191116,79132,3.5
4755,480,3.5
75121,1385,5.0
187294,1617,3.0
179349,19,2.0
22531,91529,4.5
95025,1431,1.5
114177,203,4.5
115247,254726,2.5
53586,1610,4.0
68218,39183,4.0
119927,88744,3.0
125364,1732,5.0
91254,5120,5.0
171544,46972,3.5
90885,1464,4.0
168870,1221,4.5
169704,2428,5.0
156014,55995,2.0
147948,6058,3.5
33359,33564,3.0
160477,117529,2.0
187995,96432,2.0
27999,288,3.5
38545,6708,3.0
195223,377,3.0
10487,6,3.0
30094,3740,4.0
169090,3360,3.5
147847,135141,3.5
34470,494,4.0
111591,522,3.5
109269,1721,5.0
48607,3556,4.0
188069,1248,5.0
176198,4571,3.5
174181,70286,5.0
184069,2288,5.0
20583,197175,4.0
47664,8970,4.0
140762,1189,5.0
68890,1221,4.5
158731,110,4.0
193956,3932,4.0
43762,5989,2.5
37845,4022,3.5
7017,275,2.0
35287,1320,2.0
53924,4033,2.0
108682,4226,5.0
159776,251318,1.5
94808,2009,3.0
23415,719,4.0
146036,316,3.0
159514,83270,3.0
94126,1132,4.0
3335,26326,4.5
84074,64957,5.0
159776,189241,2.5
2990,3257,3.0
42414,5445,4.0
87445,10,5.0
87877,4299,3.5
109997,2572,5.0
186909,112852,5.0
63363,2571,5.0
16712,91658,2.5
87325,2700,4.0
150355,1291,4.5
33173,3614,3.0
16515,1794,5.0
3306,63,3.0
183587,2324,5.0
96009,7090,3.5
101466,3061,1.0
6855,1320,5.0
28111,87430,1.5
104539,1682,5.0
480,1220,4.5
125037,480,3.0
62004,4011,5.0
90220,122900,3.5
149142,3316,3.5
149252,760,4.0
39605,318,5.0
144952,6539,4.0
26276,89745,4.0
101786,1644,2.5
18699,94314,2.0
160892,1639,4.0
171454,152017,4.0
105735,42418,3.5
16415,1080,3.0
109683,2294,3.0
63730,84732,2.5
145329,95510,1.0
137750,1372,4.5
49590,2889,4.0
7182,1760,2.0
200634,483,4.0
91142,1047,3.0
162888,4677,3.0
156422,1214,4.5
23647,171759,3.5
34212,344,3.0
186426,498,1.0
127197,94325,2.0
129689,2917,4.0
27924,151,2.0
141054,68358,3.5
18387,8225,2.0
179813,68237,4.0
5819,6377,3.0
23525,3685,3.5
40713,912,3.0
122741,587,1.0
196638,296,3.0
96335,335,4.0
8307,96281,4.5
152089,2542,5.0
197964,4995,5.0
114730,205,3.0
20266,2112,4.0
176934,5810,5.0
177793,58559,4.5
196335,33493,4.0
110844,7153,5.0
62156,116411,4.0
168163,5585,3.5
17232,1982,3.5
156224,440,5.0
54154,1101,3.0
200285,5444,4.5
92084,480,5.0
138370,1929,2.0
161394,166461,4.0
75350,90405,2.0
86518,508,5.0
47797,53322,0.5
25919,457,3.0
76988,3188,4.0
118180,6535,4.0
114971,2076,5.0
114172,2761,4.0
23931,42723,3.0
112349,71867,4.0
94210,4963,4.0
160787,527,4.0
127867,30825,3.0
54750,208,4.0
197346,1307,4.0
31772,4155,3.0
84042,1240,4.0
15386,148626,4.0
59635,15,4.0
94186,852,5.0
161529,2006,4.0
114831,2634,2.0
183374,3911,2.5
2554,4973,4.5
151009,919,5.0
8895,122882,5.0
100372,1258,4.5
130706,94931,3.5
134308,377,3.5
128282,909,3.5
49638,98809,3.0
177061,31410,3.0
199457,6791,4.0
151661,2001,4.0
68063,8529,3.0
148851,997,5.0
29074,761,3.0
148020,98604,3.0
45515,2243,4.0
19347,80219,2.0
185006,6979,4.5
144622,541,3.0
112022,1682,4.5
35280,10,3.0
50163,4226,3.5
164683,35836,3.0
186618,73344,4.5
88677,53519,4.0
16222,1097,4.5
184959,5989,4.0
86860,3508,4.0
22336,3793,4.0
91267,70286,4.0
22626,2409,3.0
79612,6093,4.0
85235,6294,4.5
9300,106489,3.0
153265,5380,4.0
157475,370,4.5
82228,590,4.0
137025,236,3.0
35042,63062,4.0
143693,4262,3.5
29030,4799,5.0
58005,92420,4.0
29313,1105,2.0
1475,2371,3.0
28492,2791,5.0
164013,2006,4.5
81282,2042,2.0
128551,2,2.5
28430,6863,3.5
38302,386,2.0
100346,175303,5.0
110897,5218,4.5
84341,2924,4.0
110044,2959,4.0
200104,1080,4.0
154995,4133,3.5
100317,6283,4.0
172730,648,4.0
198671,4973,5.0
165313,8622,3.5
150834,1479,2.5
190870,32,4.5
82309,5171,2.0
28678,158,3.0
170526,169,1.5
108588,1293,4.0
38232,3175,5.0
4605,940,4.5
167958,83132,3.5
6732,3505,3.5
124885,31,3.5
13286,2762,4.0
36678,3072,4.0
42704,169,1.5
77145,1387,4.0
168141,3785,3.0
148615,527,4.0
46774,111,4.5
99804,2028,4.0
95111,200818,4.5
144078,3387,4.0
87584,51540,4.0
140595,1247,3.5
191523,1385,5.0
25342,457,3.0
124906,533,2.0
32696,508,4.0
52541,2617,3.5
527,372,3.0
77422,8366,3.5
170509,37380,4.0
124715,2019,5.0
166147,8633,2.5
167680,1673,5.0
56131,3996,4.5
5213,5810,2.5
37587,838,4.0
113686,44974,2.5
26415,65130,5.0
14643,210539,4.0
151405,2028,5.0
106,260,5.0
124517,165103,3.5
75485,4963,4.5
44968,741,4.0
29180,136598,2.0
47327,555,4.0
185004,59369,3.0
73844,319,5.0
11517,1391,3.0
189957,159,2.0
176728,1225,2.5
68797,173619,3.5
20041,832,4.0
172336,2124,3.0
130591,176933,4.0
17483,59315,4.0
106063,3741,5.0
194667,8368,3.0
26006,4223,5.0
10879,4874,2.5
188403,364,4.0
60273,1617,3.0
43765,2716,4.5
92833,56079,5.0
45177,134130,4.0
30577,1371,4.0
181544,48385,2.0
25003,1206,5.0
8720,3754,2.5
81762,2683,3.5
150209,6615,0.5
173545,115569,5.0
54260,27741,4.0
117478,4321,4.0
22292,1584,4.0
44266,663,3.0
51331,1261,3.5
37759,3967,5.0
72591,17,3.0
137300,6957,4.0
115490,1210,4.0
48379,1407,1.5
48773,2336,5.0
133688,4387,4.0
25826,3210,4.0
21088,4306,3.5
10567,185029,3.0
46025,1974,1.0
39140,5673,5.0
76760,5418,4.0
48808,953,4.0
117332,3114,4.0
58705,7379,2.5
43703,33117,3.0
121408,1541,5.0
163831,225625,3.5
87808,1127,3.0
44029,6787,4.0
185949,3578,5.0
31414,4361,4.0
52667,924,2.5
199942,4265,3.0
56480,45880,4.0
48216,2571,4.0
47027,40815,4.0
111049,115713,5.0
2741,73015,3.5
168567,68319,5.0
62615,1278,4.0
166729,33166,4.0
112010,63113,2.5
144987,4036,3.5
167948,370,3.0
54459,76251,4.5
22505,3535,2.0
114258,2771,2.5
76393,253,2.5
133295,4327,5.0
51702,1994,4.0
27418,24,2.5
34510,1358,4.0
97302,1247,3.0
89306,3,3.5
112583,3020,4.0
173249,2716,4.0
33831,10,2.5
42756,163,5.0
70377,420,1.0
155917,7438,3.0
46195,2012,3.5
115200,98237,3.5
97077,372,4.0
83098,1,5.0
92679,103306,4.0
85169,356,5.0
42978,1285,3.0
147181,2139,4.0
131420,3387,2.5
111105,3083,2.0
22729,911,3.5
49457,5418,5.0
15594,40732,5.0
29008,5418,4.0
46546,166528,4.5
982,4085,4.0
48351,97923,2.0
184023,48385,3.5
131729,5,2.0
122608,590,5.0
68413,128360,4.0
57282,2329,4.5
112275,53000,3.0
33182,5010,2.0
163684,3827,2.5
44420,2719,0.5
153226,2987,0.5
66563,95,4.0
114343,380,4.0
31679,2136,0.5
197913,112623,4.0
107294,208,1.0
1350,80241,2.0
120106,4878,4.5
134223,44665,5.0
34893,1230,5.0
11193,2505,4.0
8972,4855,3.5
71308,253,4.5
13286,608,2.5
151368,99114,4.5
4621,440,4.0
128462,111659,3.0
185104,3176,4.5
193951,296,4.5
127159,2828,1.0
5630,109487,2.5
173082,122890,2.0
84349,2710,1.0
13006,111,4.5
182184,7386,1.0
115296,44199,4.0
71731,1200,4.0
197798,96488,2.0
115996,1393,3.5
28707,904,4.5
81288,541,4.5
72221,1275,4.5
158941,96588,5.0
97482,2355,5.0
164978,7139,4.0
11642,161638,1.5
145061,8638,2.5
126988,7293,3.5
118207,88356,3.0
92304,5574,3.0
200245,5349,2.0
132619,1214,5.0
121931,492,4.0
1354,26504,3.5
177538,3256,4.0
23854,3255,4.5
116813,223,4.5
159259,97913,4.0
56576,1884,3.0
90708,1295,5.0
65134,2396,4.5
168690,8131,3.5
57522,56949,2.5
78784,55805,5.0
48086,51662,3.5
125738,2,3.0
118397,2959,2.0
106986,91630,3.5
35638,487,3.0
181380,207612,3.5
58222,5294,1.0
49285,318,4.0
166353,8961,2.0
174158,4721,3.0
185217,2238,5.0
33543,1343,3.0
63218,344,3.0
38318,112450,3.0
88187,1210,5.0
66118,50872,4.0
138355,89745,2.5
171435,276,3.0
97277,150,4.5
134669,719,1.0
64290,553,4.0
114998,7236,1.0
165425,4446,1.0
97768,548,2.5
135333,1449,4.0
84690,52458,3.5
119139,780,4.0
101870,3299,3.0
172301,2688,4.0
88143,5816,2.5
66192,6953,3.0
86531,434,2.0
143019,653,3.0
160642,34338,3.0
138064,2194,5.0
34369,6881,4.0
113274,221246,3.0
142424,1372,4.0
44790,70286,3.5
157945,2606,4.0
99066,1587,4.0
125270,39446,1.0
68581,55442,3.5
79307,4310,3.5
30596,953,5.0
137553,96610,2.0
57618,1213,4.5
108402,3930,4.0
197342,4993,2.0
54643,2694,3.5
88925,3384,4.0
99253,1645,4.0
33410,86880,4.0
